ID,Name,Age,Nationality,Overall,Potential,Club,Preferred Foot
231521,E. Palacios,19,Argentina,73,85,River Plate,Right
184417,Sergio Tejera,28,Spain,73,73,Real Oviedo,Left
229218,Pedro Rocha,23,Brazil,73,79,Spartak Moscow,Right
194146,K. Long,27,Republic of Ireland,73,73,Burnley,Right
2147,M. Stekelenburg,35,Netherlands,73,73,Everton,Right
215651,Samir,23,Brazil,73,77,Udinese,Left
211556,Carlos Hernández,27,Spain,73,74,Real Oviedo,Right
228708,L. Martínez Quarta,22,Argentina,73,82,River Plate,Right
211557,F. Barba,24,Italy,73,79,Chievo Verona,Left
169317,T. Elyounoussi,30,Norway,73,73,AIK,Right
170597,T. Krul,30,Netherlands,73,73,Norwich City,Left
232294,R. Morioka,27,Japan,73,74,RSC Anderlecht,Right
105318,J. Valdés,37,Chile,73,73,Colo-Colo,Right
237670,Bruno Xadas,20,Portugal,73,84,SC Braga,Left
186982,A. Büttner,29,Netherlands,73,73,Vitesse,Left
222825,C. Akolo,23,DR Congo,73,81,VfB Stuttgart,Right
207722,Cristiano,31,Brazil,73,73,Kashiwa Reysol,Right
211818,K. Möhwald,24,Germany,73,77,SV Werder Bremen,Right
214379,A. Rodríguez,29,Colombia,73,73,Minnesota United FC,Right
164459,S. Larsson,33,Sweden,73,73,AIK,Right
204908,D. Ndongala,27,DR Congo,73,73,KRC Genk,Right
157804,S. Carson,32,England,73,73,Derby County,Right
161644,M. Matip,32,Cameroon,73,73,FC Ingolstadt 04,Right
169324,A. Ulmer,32,Austria,73,73,FC Red Bull Salzburg,Left
183916,J. Pied,29,France,73,73,LOSC Lille,Right
207725,M. van der Hoorn,25,Netherlands,73,76,Swansea City,Right
179565,M. Gavranović,28,Switzerland,73,73,Dinamo Zagreb,Right
193133,J. Stryger Larsen,27,Denmark,73,75,Udinese,Right
201326,G. Torje,28,Romania,73,73,Sivasspor,Right
225646,C. Mayada,27,Uruguay,73,73,River Plate,Right
212079,M. Pérez,25,Mexico,73,78,Guadalajara,Right
178287,S. Arfield,29,Canada,73,73,Rangers FC,Right
185199,S. Ribas,30,Uruguay,73,73,Club Atlético Lanús,Left
199792,A. Christiansen,28,Denmark,73,73,Malmö FF,Right
214384,F. Aguilar,25,Colombia,73,80,Atlético Nacional,Right
165232,O. Veigneau,32,France,73,73,Kasimpaşa SK,Left
230513,Gus Outomouro,34,Brazil,73,73,Internacional,Right
211826,R. Czichos,28,Germany,73,73,1. FC Köln,Left
240754,Y. Atal,22,Algeria,73,82,OGC Nice,Right
195698,C. Doukouré,25,Ivory Coast,73,78,Levante UD,Right
226419,F. Sambueza,29,Argentina,73,73,Junior FC,Right
230259,Juliano Mascarinhas,34,Brazil,73,73,Grêmio,Right
192371,F. Rinaudo,31,Argentina,73,73,Gimnasia y Esgrima La Plata,Right
209780,S. Schrijvers,21,Belgium,73,79,Club Brugge KV,Right
234612,J. Ikoné,20,France,73,84,LOSC Lille,Left
184436,A. Smithies,28,England,73,75,Cardiff City,Right
198261,T. Ream,30,United States,73,73,Fulham,Left
211061,A. Maxim,27,Romania,73,73,1. FSV Mainz 05,Right
165493,N. Navarro,33,Argentina,73,73,San Lorenzo de Almagro,Left
189557,A. Rispoli,29,Italy,73,73,Palermo,Right
197238,I. Baldé,29,Senegal,73,73,Real Oviedo,Right
229494,Miguel Vieira,27,Portugal,73,74,CD Lugo,Right
169078,L. Freeman,26,England,73,74,Queens Park Rangers,Left
179574,G. Hooper,30,England,73,73,Sheffield Wednesday,Right
215927,R. Emond,26,Belgium,73,74,Standard de Liège,Right
183671,E. Terranova,31,Italy,73,73,US Cremonese,Right
184183,S. Dewaest,27,Belgium,73,74,KRC Genk,Right
189303,Nélson Oliveira,26,Portugal,73,73,Norwich City,Right
199288,A. Losilla,32,France,73,73,VfL Bochum 1848,Right
214136,F. Meza,26,Colombia,73,76,Tigres U.A.N.L.,Right
215417,C. Mathenia,26,Germany,73,76,1. FC Nürnberg,Right
218745,O. Ntcham,22,France,73,82,Celtic,Right
202106,M. Knoll,27,Germany,73,73,FC St. Pauli,Left
208250,A. Bakasetas,25,Greece,73,77,AEK Athens,Left
221306,M. Barrios,27,Colombia,73,73,FC Dallas,Right
228730,S. Salcedo,20,Paraguay,73,80,Club Atlético Huracán,Right
234618,Perdigão,26,Brazil,73,73,GD Chaves,Right
239482,Galeno,20,Brazil,73,84,Rio Ave FC,Right
192122,Bóveda,29,Spain,73,73,Deportivo de La Coruña,Right
192634,Marc Mateu,28,Spain,73,73,CD Numancia,Left
204412,G. Saville,25,Northern Ireland,73,76,Middlesbrough,Left
213884,R. Christie,23,Scotland,73,78,Celtic,Left
237692,P. Foden,18,England,73,88,Manchester City,Left
208509,T. Foket,23,Belgium,73,78,Stade de Reims,Right
188541,P. Schiattarella,31,Italy,73,73,SPAL,Right
201342,F. Sørensen,26,Denmark,73,76,1. FC Köln,Right
207998,D. Ward,25,Wales,73,76,Leicester City,Right
212350,L. Diony,25,France,73,76,AS Saint-Étienne,Right
229758,R. Krunić,24,Bosnia Herzegovina,73,78,Empoli,Right
110974,Riesgo,34,Spain,73,73,SD Eibar,Right
183422,J. Howson,30,England,73,73,Middlesbrough,Right
53630,J. Van Damme,34,Belgium,73,73,Royal Antwerp FC,Left
228736,W. Faríñez,20,Venezuela,73,83,Millonarios FC,Right
234624,B. Dibassy,28,Mali,73,73,Amiens SC,Left
177280,T. Reginiussen,32,Norway,73,73,Rosenborg BK,Right
228737,G. Rivas,29,Venezuela,73,73,Al Hilal,Right
230529,Benjamin Meseira,34,Brazil,73,73,Chapecoense,Right
231041,C. Ninga,25,Chad,73,78,Stade Malherbe Caen,Right
169345,M. Suttner,31,Austria,73,73,Brighton & Hove Albion,Left
183937,G. van der Wiel,30,Netherlands,73,73,Toronto FC,Right
232066,W. González,23,Paraguay,73,81,Club León,Right
181123,T. Hořava,30,Czech Republic,73,73,Viktoria Plzeň,Right
190084,P. Tachtsidis,27,Greece,73,73,Nottingham Forest,Left
212613,W. Saïd,23,France,73,79,Dijon FCO,Right
219525,E. Cerutti,26,Argentina,73,74,Independiente,Right
230277,Gustavo Lobateiro,30,Brazil,73,73,Internacional,Left
225926,Pere Milla,25,Spain,73,76,SD Eibar,Left
181383,J. Johansson,28,Sweden,73,73,Stade Rennais FC,Right
210313,T. Murg,23,Austria,73,77,SK Rapid Wien,Left
214665,J. Ramírez,25,Argentina,73,75,Club Atlético Talleres,Left
215433,F. Vicari,23,Italy,73,81,SPAL,Right
225673,K. Adams Nuhu,23,Ghana,73,81,TSG 1899 Hoffenheim,Right
206218,P. Nardi,24,France,73,78,KSV Cercle Brugge,Right
208522,H. Magnússon,25,Iceland,73,78,PFC CSKA Moscow,Left
233866,O. Edouard,20,France,73,84,Celtic,Right
234378,D. Rice,19,Republic of Ireland,73,84,West Ham United,Right
230283,Evandro Rochedo,34,Brazil,73,73,Atlético Mineiro,Right
172939,K. Westwood,33,Republic of Ireland,73,73,Sheffield Wednesday,Left
178571,Bracali,37,Brazil,73,73,Boavista FC,Right
213132,M. Sperduti,32,Argentina,73,73,Patronato,Right
224396,Y. Gómez Andrade,26,Colombia,73,75,Unión de Santa Fe,Right
215181,G. Peruzzi,26,Argentina,73,76,Boca Juniors,Right
229517,Toni Villa,23,Spain,73,82,Real Valladolid CF,Right
214158,Y. Gordillo,26,Colombia,73,78,Independiente Santa Fe,Right
152718,Ricardo,31,Portugal,73,73,Henan Jianye FC,Right
220302,B. Sanneh,23,Gambia,73,79,RSC Anderlecht,Right
230286,Michel Cruceiro,26,Brazil,73,73,Atlético Mineiro,Left
176526,L. Burián,34,Uruguay,73,73,Club Atlético Colón,Right
182670,M. Tekdemir,30,Turkey,73,73,Medipol Başakşehir FK,Right
199568,K. Lamprou,26,Greece,73,74,Ajax,Left
210320,I. Mbaye,23,Senegal,73,80,Bologna,Right
216464,A. Browne,23,Republic of Ireland,73,78,Preston North End,Right
137361,G. Pazzini,33,Italy,73,73,Hellas Verona,Right
212369,Eduardo,25,Brazil,73,76,SC Braga,Left
193169,C. Santos,30,Venezuela,73,73,Deportivo de La Coruña,Left
234642,E. Mendy,26,Senegal,73,76,Stade de Reims,Right
236690,M. Ngadeu-Ngadjui,27,Cameroon,73,75,SK Slavia Praha,Right
221331,L. Mazzitelli,22,Italy,73,78,Genoa,Right
221587,J. Lolley,25,England,73,74,Nottingham Forest,Left
178323,A. Traoré,29,Burkina Faso,73,73,Atiker Konyaspor,Left
183187,V. Stocker,29,Switzerland,73,73,FC Basel 1893,Left
191123,D. Alar,28,Austria,73,73,SK Rapid Wien,Left
216468,J. Añor,24,Venezuela,73,78,Málaga CF,Left
227732,A. Donis,21,Greece,73,83,VfB Stuttgart,Right
183188,M. Gazzola,33,Italy,73,73,Parma,Right
194196,F. Diagne,28,Senegal,73,73,Atiker Konyaspor,Right
137109,S. Schaars,34,Netherlands,73,73,SC Heerenveen,Left
209301,M. Poundjé,25,France,73,76,FC Girondins de Bordeaux,Left
214421,F. Hinestroza,28,Colombia,73,73,Rionegro Águilas,Left
211862,A. Hahn,27,Germany,73,73,FC Augsburg,Right
244376,V. Shepelev,21,Ukraine,73,82,Dynamo Kyiv,Right
200857,M. Leitner,25,Germany,73,75,Norwich City,Right
215449,R. Skov,22,Denmark,73,81,FC København,Left
164505,B. Guzan,33,United States,73,73,Atlanta United,Left
237209,M. Mitrović,24,Croatia,73,78,Club Brugge KV,Right
192665,A. Luthe,31,Germany,73,73,FC Augsburg,Right
193177,A. Traoré,28,Ivory Coast,73,73,Göztepe SK,Left
193945,N. Uysal,27,Turkey,73,75,Beşiktaş JK,Right
197786,G. Donati,28,Italy,73,73,1. FSV Mainz 05,Right
198554,A. Ujah,27,Nigeria,73,73,1. FSV Mainz 05,Right
188058,A. Kravets,29,Ukraine,73,73,Kayserispor,Right
193690,Z. Tomašević,28,Montenegro,73,74,KV Oostende,Left
236699,S. Lukić,21,Serbia,73,80,Torino,Right
199580,C. Goldson,25,England,73,80,Rangers FC,Right
229788,Rubén Alcaraz,27,Spain,73,74,Real Valladolid CF,Right
165788,L. Ulloa,31,Argentina,73,73,Pachuca,Right
206238,Iván López,24,Spain,73,78,Gimnàstic de Tarragona,Right
224158,S. Amrabat,21,Morocco,73,79,Club Brugge KV,Right
231838,M. Wöber,20,Austria,73,81,Ajax,Left
204447,F. Lucioni,30,Italy,73,73,Lecce,Right
240289,Calero,22,Spain,73,82,Real Valladolid CF,Right
176545,C. Marrugo,32,Colombia,73,73,Millonarios FC,Right
183969,J. Forlín,30,Argentina,73,73,Real Oviedo,Right
215202,L. Janson,23,Argentina,73,79,Toronto FC,Right
215970,B. Bolingoli,23,Belgium,73,78,SK Rapid Wien,Left
229282,Thiago Santana,25,Brazil,73,75,Santa Clara,Left
193186,N. Etheridge,28,Philippines,73,75,Cardiff City,Right
142499,Aitor Sanz,33,Spain,73,73,CD Tenerife,Right
211107,Frederico Venâncio,25,Portugal,73,77,Vitória Guimarães,Right
232099,M. Grujić,22,Serbia,73,84,Hertha BSC,Right
182435,M. Langerak,29,Australia,73,74,Nagoya Grampus,Right
214949,H. Manzala,24,DR Congo,73,79,Angers SCO,Right
192165,Paulinho,32,Brazil,73,73,BK Häcken,Right
213414,W. Troost-Ekong,24,Nigeria,73,77,Udinese,Right
201895,D. Fagundez,23,Uruguay,73,77,New England Revolution,Right
178600,U. Demirok,29,Turkey,73,73,Atiker Konyaspor,Right
182440,R. Kruse,29,Australia,73,73,VfL Bochum 1848,Right
207785,T. Matlaba,30,South Africa,73,73,Orlando Pirates,Right
228777,G. Banguera,22,Colombia,73,82,Atlético Huila,Right
200106,A. Özbiliz,28,Armenia,73,73,Willem II,Left
210602,S. Al Dawsari,26,Saudi Arabia,73,73,Al Hilal,Right
222634,I. Success,22,Nigeria,73,80,Watford,Right
222123,A. Long,25,United States,73,78,New York Red Bulls,Right
183211,M. Škoda,32,Czech Republic,73,73,SK Slavia Praha,Right
234924,A. Diakhaby,21,France,73,78,Huddersfield Town,Left
185260,D. Kadah,32,Turkey,73,73,Göztepe SK,Right
190636,A. Ríos,29,Mexico,73,73,Deportivo Toluca,Right
236461,J. Mateta,21,France,73,84,1. FSV Mainz 05,Right
188334,F. Cacciatore,31,Italy,73,73,Chievo Verona,Right
200111,R. van Rhijn,27,Netherlands,73,74,AZ Alkmaar,Right
214191,R. Pérez,28,Colombia,73,74,Junior FC,Right
162223,A. Baumjohann,31,Germany,73,73,Western Sydney Wanderers,Right
167599,R. Elm,30,Sweden,73,73,Kalmar FF,Right
125871,H. Kaldırım,28,Turkey,73,73,Fenerbahçe SK,Left
215985,F. Monetti,29,Argentina,73,75,Atlético Nacional,Right
167601,K. Nababkin,31,Russia,73,73,PFC CSKA Moscow,Right
181681,S. Williams,31,Republic of Ireland,73,73,Millwall,Left
208306,M. Stępiński,23,Poland,73,80,Chievo Verona,Right
185010,M. Pazdan,30,Poland,73,73,Legia Warszawa,Right
168883,T. Al Jassam,33,Saudi Arabia,73,73,Al Wehda,Right
179891,M. Heller,32,Germany,73,73,SV Darmstadt 98,Right
198836,V. Pajot,27,France,73,73,Angers SCO,Right
222644,Y. Asad,23,Argentina,73,79,DC United,Right
142773,W. Montillo,34,Argentina,73,73,Club Atlético Tigre,Right
220085,L. Waldschmidt,22,Germany,73,79,SC Freiburg,Left
240309,Y. Makarenko,27,Ukraine,73,75,RSC Anderlecht,Left
234678,J. Mæhle,21,Denmark,73,81,KRC Genk,Right
204215,A. Reach,25,England,73,77,Sheffield Wednesday,Left
143799,Y. Ayhan,36,Turkey,73,73,MKE Ankaragücü,Right
231095,N. Skubic,29,Slovenia,73,73,Atiker Konyaspor,Right
212408,Frédéric Mendy,29,Guinea Bissau,73,73,Vitória de Setúbal,Right
24248,D. Pizarro,38,Chile,73,73,Universidad de Chile,Right
230328,Pierrino Faria,30,Brazil,73,73,Santos,Right
178616,Adrián González,30,Spain,73,73,Málaga CF,Left
213433,F. Tobio,28,Argentina,73,74,Deportivo Toluca,Right
158394,K. Reichel,31,Germany,73,73,1. FC Union Berlin,Left
230330,Nivo Serpinho,34,Brazil,73,73,Chapecoense,Left
205243,M. Wagué,27,Mali,73,75,Udinese,Right
192955,M. Klich,28,Poland,73,73,Leeds United,Right
198076,A. Abdennour,28,Tunisia,73,73,Olympique de Marseille,Left
202428,B. Wood,25,United States,73,76,Hannover 96,Right
201149,Álex Pérez,26,Spain,73,75,Real Sporting de Gijón,Right
214206,G. Cano,30,Argentina,73,73,Independiente Medellín,Right
214462,I. Arboleda,22,Colombia,73,80,Club Atlético Banfield,Right
199103,A. Domínguez,31,Ecuador,73,73,Vélez Sarsfield,Right
203455,O. Kragl,28,Germany,73,73,Foggia,Left
210111,José Rodríguez,23,Spain,73,78,Fortuna Sittard,Right
214207,F. Pardo,27,Colombia,73,73,Olympiacos CFP,Right
232639,R. Doan,20,Japan,73,84,FC Groningen,Left
202944,O. Hiljemark,26,Sweden,73,75,Genoa,Right
210881,J. McGinn,23,Scotland,73,78,Aston Villa,Left
220609,V. Vada,22,Argentina,73,79,FC Girondins de Bordeaux,Right
186817,R. Halliche,31,Algeria,73,73,Moreirense FC,Right
194753,L. Marrone,28,Italy,73,73,Hellas Verona,Right
230850,G. Cimirot,25,Bosnia Herzegovina,73,76,Standard de Liège,Right
190915,K. Wilczek,30,Poland,73,73,Brøndby IF,Left
234949,João Amaral,26,Portugal,73,73,Lech Poznań,Left
181445,R. Bengtsson,32,Sweden,73,73,Malmö FF,Right
206022,E. Johansson,29,Sweden,73,73,Djurgårdens IF,Right
210118,Hélder Lopes,29,Portugal,73,73,AEK Athens,Left
225478,Serginho,24,Brazil,73,78,Kashima Antlers,Left
198599,M. Linnes,26,Norway,73,74,Galatasaray SK,Right
207559,S. Tibbling,23,Sweden,73,79,Brøndby IF,Right
219591,S. Simič,23,Czech Republic,73,81,Milan,Right
212424,W. Trapp,25,United States,73,77,Columbus Crew SC,Right
243656,N. Radonjić,22,Serbia,73,80,Olympique de Marseille,Right
188616,M. Sau,30,Italy,73,73,Cagliari,Right
190664,J. Schieber,29,Germany,73,73,FC Augsburg,Left
191688,Botía,29,Spain,73,73,Al Hilal,Right
221641,W. Kanon,24,Ivory Coast,73,77,ADO Den Haag,Left
229321,Amilton,28,Brazil,73,73,CD Aves,Right
232905,J. Ito,25,Japan,73,75,Kashiwa Reysol,Right
204234,Edgar Badía,26,Spain,73,77,CF Reus Deportiu,Right
18122,N. Penneteau,37,France,73,73,Sporting de Charleroi,Left
211147,V. Lazaro,22,Austria,73,78,Hertha BSC,Right
189899,V. Wormgoor,29,Netherlands,73,73,SK Brann,Right
215245,A. Hunou,24,France,73,78,Stade Rennais FC,Right
226765,L. Gamba,31,Argentina,73,73,Club Atlético Huracán,Right
227789,Kim Seung Joon,23,Korea Republic,73,75,Ulsan Hyundai FC,Right
192205,R. Krhin,28,Slovenia,73,73,FC Nantes,Right
174542,J. Herrera,37,Chile,73,73,Universidad de Chile,Right
200911,B. Stancu,31,Romania,73,73,Bursaspor,Right
224719,A. Tashaev,24,Russia,73,77,Spartak Moscow,Right
190671,M. Frantz,31,Germany,73,73,SC Freiburg,Left
206544,R. Bezus,27,Ukraine,73,73,Sint-Truidense VV,Right
155344,Shin Hwa Yong,35,Korea Republic,73,73,Suwon Samsung Bluewings,Right
181456,R. Genevois,30,Haiti,73,73,Stade Malherbe Caen,Right
230353,Oswaldito Cuba,34,Brazil,73,73,Chapecoense,Left
215250,C. Rigamonti,31,Argentina,73,73,Belgrano de Córdoba,Right
188370,Wallace,30,Brazil,73,73,Göztepe SK,Right
189650,J. Kovařík,30,Czech Republic,73,73,Viktoria Plzeň,Left
236499,Douglas Luiz,20,Brazil,73,83,Girona FC,Right
181459,V. Torosidis,33,Greece,73,73,Olympiacos CFP,Right
198868,N. Isimat-Mirin,26,France,73,74,PSV,Right
205524,Rúben Ferreira,28,Portugal,73,73,Clube Sport Marítimo,Left
216020,L. Gil,27,Argentina,73,74,Rosario Central,Left
226773,P. Diop,20,Spain,73,84,Olympique Lyonnais,Right
228821,Z. Machach,22,France,73,80,Carpi,Right
204246,M. Bettinelli,26,England,73,77,Fulham,Right
231638,A. Peñaranda,21,Venezuela,73,81,Watford,Right
204247,K. Frei,24,Turkey,73,76,Medipol Başakşehir FK,Right
208088,Sergi Samper,23,Spain,73,80,FC Barcelona,Right
228312,R. Lod,25,Finland,73,77,Real Sporting de Gijón,Left
183256,H. Saivet,27,Senegal,73,73,Bursaspor,Right
197081,A. Regattin,26,Morocco,73,73,Akhisar Belediyespor,Right
230361,Mauro Cildinho,34,Brazil,73,73,Sport Club do Recife,Right
210394,J. Ikoko,24,DR Congo,73,78,En Avant de Guingamp,Right
199387,P. Chavarría,30,Argentina,73,73,Stade de Reims,Right
183774,R. Bennett,28,England,73,73,Wolverhampton Wanderers,Right
190942,K. Hansen,29,Denmark,73,73,FC Midtjylland,Right
196318,S. Gürler,26,Turkey,73,73,SD Huesca,Right
7647,D. Dainelli,39,Italy,73,73,Livorno,Right
208607,M. Mantovani,33,Argentina,73,73,UD Las Palmas,Right
221919,A. Zeneli,23,Kosovo,73,77,SC Heerenveen,Right
231391,João Carvalho,21,Portugal,73,82,Nottingham Forest,Right
183519,N. Barazite,28,Netherlands,73,73,Yeni Malatyaspor,Right
199392,M. Aguirregaray,29,Uruguay,73,73,Al Fateh,Right
214497,A. Ricaurte,26,Colombia,73,75,Independiente Medellín,Left
169697,D. Randolph,31,Republic of Ireland,73,73,Middlesbrough,Right
168930,Omar Ramos,30,Spain,73,73,Real Oviedo,Left
190947,D. Jensen,26,Denmark,73,76,FC Utrecht,Right
225252,J. Duque,26,Colombia,73,77,Millonarios FC,Right
234468,E. Reynoso,22,Argentina,73,80,Boca Juniors,Left
218341,J. Elez,24,Croatia,73,77,Hannover 96,Right
142822,J. Gutiérrez,34,Argentina,73,73,Defensa y Justicia,Right
177126,M. Leye,35,Senegal,73,73,Royal Excel Mouscron,Right
186598,K. Naughton,29,England,73,73,Swansea City,Right
203239,Caio Secco,27,Brazil,73,75,CD Feirense,Right
215015,B. Bianchi,29,Argentina,73,73,Atlético Tucumán,Right
236007,E. Barco,19,Argentina,73,88,Atlanta United,Right
204776,T. Leistner,27,Germany,73,74,Queens Park Rangers,Right
211176,R. Kishna,23,Netherlands,73,77,ADO Den Haag,Left
213480,F. Bachirou,28,Comoros,73,73,Malmö FF,Right
239593,K. Rezaei,26,Iran,73,75,Club Brugge KV,Right
181481,D. Vukovic,33,Australia,73,73,KRC Genk,Right
193001,R. Nouri,33,France,73,73,AC Ajaccio,Right
219626,J. Gómez,24,Argentina,73,78,Club Atlético Lanús,Right
156650,Y. Gouffran,32,France,73,73,Göztepe SK,Right
223978,Manu García,20,Spain,73,84,Toulouse Football Club,Right
189930,I. Köybaşı,28,Turkey,73,73,Fenerbahçe SK,Left
192490,Juan Villar,30,Spain,73,73,CA Osasuna,Right
226539,Y. Namli,24,Denmark,73,76,PEC Zwolle,Left
237291,G. Blanco,26,Argentina,73,74,Málaga CF,Right
176619,A. Ramos,32,Colombia,73,73,Granada CF,Right
181483,M. Jedinák,33,Australia,73,73,Aston Villa,Right
186347,M. Rybus,28,Poland,73,73,Lokomotiv Moscow,Left
158956,J. Barroso,33,Argentina,73,73,Colo-Colo,Right
199661,A. Cohen,29,Israel,73,73,FC Ingolstadt 04,Right
200429,B. Raman,23,Belgium,73,79,Fortuna Düsseldorf,Right
155885,A. McGeady,32,Republic of Ireland,73,73,Sunderland,Right
203502,B. Reid,25,England,73,78,Cardiff City,Right
204526,Hervías,25,Spain,73,76,SD Eibar,Right
143598,L. Pocrnjic,36,Argentina,73,73,Club Atlético Aldosivi,Right
188654,T. Heurtaux,29,France,73,73,MKE Ankaragücü,Right
201967,G. Wikheim,25,Norway,73,76,FC Midtjylland,Right
220655,Valdivia,23,Brazil,73,78,Al Ittihad,Right
236527,S. Cáseres,21,Argentina,73,83,Villarreal CF,Left
189167,A. Gunnarsson,29,Iceland,73,73,Cardiff City,Right
200433,L. Hinterseer,27,Austria,73,74,VfL Bochum 1848,Right
206577,S. Peeters,26,Belgium,73,76,Stade Malherbe Caen,Left
226289,U. Agbo,22,Nigeria,73,80,Standard de Liège,Right
224242,D. Luckassen,22,Netherlands,73,77,Hertha BSC,Right
236786,M. Terrier,21,France,73,83,Olympique Lyonnais,Right
222707,Marcos Guilherme,22,Brazil,73,79,Al Wehda,Right
226803,T. Parker,25,United States,73,78,New York Red Bulls,Right
230899,A. Lookman,20,England,73,85,Everton,Right
172019,P. Mouche,30,Argentina,73,73,San Lorenzo de Almagro,Left
137460,A. Rosina,34,Italy,73,73,US Salernitana 1919,Left
183540,B. Bannan,28,Scotland,73,73,Sheffield Wednesday,Left
230389,Édundo Oliveira,26,Brazil,73,73,Cruzeiro,Right
200438,Guilherme,27,Brazil,73,73,Yeni Malatyaspor,Left
212214,A. Solari,26,Argentina,73,74,Racing Club,Right
234742,H. Barnes,20,England,73,84,West Bromwich Albion,Right
244470,V. Coufal,25,Czech Republic,73,76,SK Slavia Praha,Right
186614,S. Di Carmine,29,Italy,73,73,Hellas Verona,Right
226807,C. Roldan,23,United States,73,79,Seattle Sounders FC,Right
183287,F. Lemoine,31,France,73,73,FC Lorient,Right
184823,Djalma,31,Angola,73,73,Alanyaspor,Right
231416,D. Lukebakio,20,Belgium,73,81,Fortuna Düsseldorf,Left
183288,Y. Benalouane,31,Tunisia,73,73,Leicester City,Right
158969,L. Pisculichi,34,Argentina,73,73,Argentinos Juniors,Left
164857,Edinho,35,Portugal,73,73,CD Feirense,Right
230393,Paolito Serra,26,Brazil,73,73,Botafogo,Right
189177,J. Fleck,26,Scotland,73,74,Sheffield United,Left
235002,L. Rosić,25,Serbia,73,78,SC Braga,Right
226811,F. Soldano,23,Argentina,73,79,Unión de Santa Fe,Right
190459,A. Hansen,28,Norway,73,75,Rosenborg BK,Right
217085,V. García,24,Venezuela,73,78,Vitória Guimarães,Right
218621,F. Sánchez,28,Argentina,73,73,Estudiantes de La Plata,Right
188413,C. Carmona,31,Chile,73,73,Colo-Colo,Right
204542,Y. Yotún,28,Peru,73,73,Orlando City SC,Left
212478,G. Zardes,26,United States,73,74,Columbus Crew SC,Right
160766,J. Ménez,31,France,73,73,Club América,Right
193535,S. Prediger,31,Argentina,73,73,Club Atlético Tigre,Right
207616,A. Webster,23,England,72,77,Bristol City,Right
142592,I. Damonte,36,Argentina,72,72,Club Atlético Huracán,Right
230144,A. Dioussé,20,Senegal,72,80,AS Saint-Étienne,Left
188930,Laure,33,Spain,72,72,AD Alcorcón,Right
210947,N. Karelis,26,Greece,72,75,PAOK,Left
146947,Vesga,25,Spain,72,77,CD Leganés,Left
233219,V. Jovanović,22,Serbia,72,78,FC Girondins de Bordeaux,Left
240899,J. Filipović,25,Croatia,72,75,Sporting Lokeren,Right
199940,J. Cuevas,30,Argentina,72,72,CD Everton de Viña del Mar,Left
219652,Rober Ibáñez,25,Spain,72,75,Getafe CF,Right
236548,J. Zmrhal,24,Czech Republic,72,75,SK Slavia Praha,Left
206085,J. Murphy,23,England,72,80,Newcastle United,Right
209669,D. Siovas,29,Greece,72,72,CD Leganés,Left
220165,J. Pohjanpalo,23,Finland,72,77,Bayer 04 Leverkusen,Right
231685,R. Pierre-Gabriel,20,France,72,82,AS Monaco,Right
176901,H. Droguett,35,Chile,72,72,CD Universidad de Concepción,Left
200966,B. Corgnet,31,France,72,72,RC Strasbourg Alsace,Right
203782,A. Benali,26,Libya,72,73,Crotone,Right
204550,V. Ibarbo,28,Colombia,72,72,Sagan Tosu,Right
210438,F. Boulaya,25,Algeria,72,75,FC Metz,Right
222982,A. Blin,21,France,72,80,Amiens SC,Right
210695,H. Aleesami,26,Norway,72,72,Palermo,Left
224263,J. Kenny,21,England,72,79,Everton,Right
241671,D. Livaković,22,Croatia,72,80,Dinamo Zagreb,Right
184071,R. Koolwijk,32,Netherlands,72,72,Excelsior,Left
190471,B. Parker,32,South Africa,72,72,Kaizer Chiefs,Left
207624,K. Omeruo,24,Nigeria,72,79,CD Leganés,Right
216072,G. Letizia,28,Italy,72,72,Benevento,Right
209673,D. Dessoleil,25,Belgium,72,75,Sporting de Charleroi,Left
210697,C. Nørgaard,24,Denmark,72,79,Fiorentina,Right
146953,Manu Del Moral,34,Spain,72,72,Gimnàstic de Tarragona,Right
149258,A. Cordaz,35,Italy,72,72,Crotone,Right
220938,J. Correa,25,Argentina,72,75,Clube Sport Marítimo,Left
222986,M. Morishige,31,Japan,72,72,FC Tokyo,Right
238858,Bruno Tabata,21,Brazil,72,81,Portimonense SC,Left
192778,I. Mboyo,31,Belgium,72,72,KV Kortrijk,Right
197900,P. Kasami,26,Switzerland,72,73,FC Sion,Left
213260,S. Montoya,26,Colombia,72,73,Millonarios FC,Left
222988,T. Aoyama,32,Japan,72,72,Sanfrecce Hiroshima,Right
242444,João Félix,18,Portugal,72,88,SL Benfica,Right
225293,H. Diallo,23,Senegal,72,80,FC Metz,Right
245261,Bruno Lamas,24,Brazil,72,77,Santa Clara,Left
216334,P. Gerkens,23,Belgium,72,77,RSC Anderlecht,Right
217870,G. Di Lorenzo,24,Italy,72,76,Empoli,Right
177934,S. Sam,30,Germany,72,72,VfL Bochum 1848,Left
193550,B. Kayal,30,Israel,72,72,Brighton & Hove Albion,Right
203279,Wellington Nem,26,Brazil,72,74,Shakhtar Donetsk,Left
23823,A. Johansson,36,Sweden,72,72,IFK Norrköping,Right
233231,Jon Bautista,22,Spain,72,78,Real Sociedad,Right
183567,E. Mulder,29,Netherlands,72,73,Swansea City,Right
203024,Isaías,31,Spain,72,72,Adelaide United,Right
208144,D. Bessa,25,Italy,72,76,Genoa,Right
